Brand,Type,Reg_date,Coe_left,Dep,Mileage,Road Tax,Dereg Value,COE,Engine Cap,Curb Weight,Manufactured,Transmission,OMV,ARF,Power,No. of Owners,Price,Coe_left_days,Coe_left_months,Brand_name
Honda Vezel 1.5A X,SUV,2016-04-29,4yrs 10mths 22days COE left),10560,69000,682,29379,46667,1496,1190,2016,Auto,20115,10161,96,2,56800,1782,58.733333333333334,Honda
BMW X3 xDrive28i Sunroof,SUV,2014-11-20,3yrs 5mths 13days COE left),17590,79000,1210,65131,72201,1997,1720,2014,Auto,49966,61953,180,2,91800,1258,41.43333333333333,BMW
Mercedes-Benz C-Class C200 Avantgarde Sunroof,Luxury Sedan,2016-01-11,4yrs 7mths 4days COE left),19520,71000,1202,53554,54920,1991,1465,2015,Auto,38153,40415,135,3,110000,1674,55.13333333333333,Mercedes-Benz
Honda Jazz 1.5A,Hatchback,2016-07-26,5yrs 1mth 19days COE left),10300,85000,684,33107,47020,1498,1046,2016,Auto,16937,11937,96,3,58888,1874,61.63333333333333,Honda
Porsche 911 Carrera Coupe 3.0A PDK,Sports Car,2020-02-27,8yrs 8mths 20days COE left),48300,11600,2364,175738,39700,2981,1505,2019,Auto,120055,188099,283,1,515800,3180,104.66666666666667,Porsche
Bentley Continental GT 4.0A V8,Sports Car,2013-04-12,1yr 10mths 5days COE left),104350,72000,3940,123576,96101,3993,2295,2012,Auto,192406,192406,373,3,288888,670,22.166666666666668,Bentley
MINI Cooper S Cabriolet 1.6A (COE till 09/2029),Sports Car,2009-10-08,8yrs 3mths 24days COE left),7920,112040,890,24541,29485,1598,1255,2009,Auto,37450,37450,128,4,65888,3034,99.8,MINI
Volkswagen Golf 1.4A TSI EQP Sunroof,Hatchback,2013-05-20,1yr 11mths 13days COE left),14830,116888,624,21945,62497,1395,1288,2013,Auto,29096,17735,103,1,37800,708,23.433333333333334,Volkswagen
Lexus RX Turbo RX200t Executive,SUV,2017-12-28,6yrs 6mths 21days COE left),18840,54837,1210,77622,47002,1998,1890,2017,Auto,50208,62375,175,1,154800,2391,78.7,Lexus
Peugeot 3008 1.2A PureTech EAT6 Active,SUV,2017-10-19,6yrs 4mths 12days COE left),11200,90000,508,39204,44002,1199,1270,2017,Auto,23500,14900,96,1,78800,2322,76.4,Peugeot
Honda Civic 1.5A VTEC Turbo Sunroof,Mid-Sized Sedan,2017-09-28,6yrs 3mths 21days COE left),13130,75888,684,50094,51000,1498,1324,2017,Auto,26334,23868,127,4,94800,2301,75.7,Honda
BMW 6 Series 630Ci Cabriolet (COE till 01/2027),Sports Car,2007-01-06,5yrs 6mths 30days COE left),12140,103000,3573,29417,52660,2996,1775,2006,Auto,86083,94692,190,3,67800,2035,67.0,BMW
Toyota C-HR 1.2A Turbo Active,SUV,2018-12-18,7yrs 6mths 11days COE left),9490,59500,508,38693,23568,1197,1385,2018,Auto,25647,27906,85,1,85499,2746,90.36666666666666,Toyota
Mercedes-Benz GLE-Class GLE450 Coupe AMG 4MATIC,SUV,2016-06-10,5yrs 3days COE left),32910,47215,2382,120935,50089,2996,2220,2016,Auto,86545,127781,270,1,228800,1828,60.1,Mercedes-Benz
Toyota Camry 2.5A,Luxury Sedan,2016-06-03,4yrs 11mths 27days COE left),11320,57837,1792,47648,49156,2494,1475,2016,Auto,29296,33015,133,1,73000,1817,59.9,Toyota
Bentley Mulsanne 6.75A,Luxury Sedan,2014-04-24,2yrs 10mths 17days COE left),104450,6684,8254,379955,79000,6752,2760,2014,Auto,346403,595526,377,1,598800,1047,34.56666666666667,Bentley
BMW 3 Series 335i Sunroof,Luxury Sedan,2013-04-04,1yr 9mths 28days COE left),27930,117000,2362,50013,58090,2979,1520,2013,Auto,55367,71661,225,3,86800,663,21.933333333333334,BMW
Volkswagen Jetta GP 1.4A TSI,Mid-Sized Sedan,2015-08-06,4yrs 1mth 30days COE left),12310,160000,620,36979,56209,1390,1417,2015,Auto,19366,19366,90,1,61000,1520,50.0,Volkswagen
Volvo XC40 T5 Momentum,SUV,2018-09-11,7yrs 3mths 4days COE left),14850,77000,1176,47419,32429,1969,1683,2018,Auto,28426,31797,185,1,123800,2649,87.13333333333334,Volvo
BMW 5 Series 520i Luxury,Luxury Sedan,2019-12-19,8yrs 6mths 12days COE left),20110,10160,1210,82256,37900,1998,1540,2019,Auto,52511,66520,135,1,205000,3112,102.4,BMW
Honda Accord 2.4A (COE till 10/2023),Luxury Sedan,2008-11-06,2yrs 4mths 25days COE left),6990,191000,2116,7756,16140,2354,1550,2008,Auto,32007,32007,133,6,16800,875,28.833333333333332,Honda
Honda Mobilio 1.5A RS i-VTEC Luxe,MPV,2016-03-18,4yrs 9mths 11days COE left),10450,67000,684,34326,43000,1497,1160,2016,Auto,19669,19669,88,1,59800,1741,57.36666666666667,Honda
BMW M Series M235i Coupe,Sports Car,2014-06-27,3yrs 20days COE left),21530,127000,2362,56913,67334,2979,1470,2014,Auto,45653,55915,240,3,93800,1115,36.666666666666664,BMW
Mercedes-Benz C-Class C180 Coupe,Sports Car,2013-03-26,1yr 9mths 19days COE left),17460,130000,740,32198,91010,1595,1505,2013,Auto,33757,28757,115,3,45800,654,21.633333333333333,Mercedes-Benz
Mercedes-Benz CLA-Class CLA200 Urban,Luxury Sedan,2016-05-30,4yrs 11mths 23days COE left),14980,100000,740,43608,47604,1595,1430,2016,Auto,29588,28424,115,3,88800,1813,59.766666666666666,Mercedes-Benz
Lexus IS Turbo IS200t Executive,Luxury Sedan,2016-12-12,5yrs 6mths 5days COE left),14430,105000,1210,62630,53001,1998,1620,2016,Auto,37509,44513,180,3,101888,2010,66.16666666666667,Lexus
Honda Civic HB 1.5M VTEC Turbo Sport,Hatchback,2017-12-28,6yrs 6mths 21days COE left),14680,59000,684,54298,48011,1498,1378,2017,Manual,31642,31299,134,1,112000,2391,78.7,Honda
Mercedes-Benz CLA-Class CLA45 AMG 4MATIC,Luxury Sedan,2014-02-26,2yrs 8mths 19days COE left),30550,118000,1202,59634,75300,1991,1585,2013,Auto,51784,65212,265,4,115800,989,32.63333333333333,Mercedes-Benz
Honda Vezel 1.5A X,SUV,2019-07-22,8yrs 1mth 15days COE left),9270,15000,682,32794,26667,1496,1190,2019,Auto,23445,14823,96,1,82800,2965,97.5,Honda
MINI Cooper 1.6A (COE till 01/2029),Hatchback,2009-04-15,7yrs 7mths 25days COE left),6270,178000,965,19953,26047,1598,1105,2009,Auto,27028,16323,88,6,48000,2790,91.83333333333333,MINI
Toyota Corolla Altis 1.6A Classic,Mid-Sized Sedan,2015-07-24,4yrs 1mth 17days COE left),10870,78000,742,36715,58700,1598,1205,2015,Auto,17804,17804,90,2,53800,1507,49.56666666666667,Toyota
Toyota Vios 1.5A E,Mid-Sized Sedan,2012-08-31,1yr 2mths 24days COE left),11730,98000,684,14339,66889,1497,1095,2012,Auto,11077,11077,80,2,20000,449,14.8,Toyota
Toyota Sienta 1.5A Standard,MPV,2019-05-17,7yrs 11mths 10days COE left),9090,33000,682,36305,29159,1496,1325,2019,Auto,17506,17506,79,1,81000,2895,95.33333333333333,Toyota
Mitsubishi Attrage 1.2A Sports,Mid-Sized Sedan,2018-08-27,7yrs 2mths 20days COE left),7930,27000,506,28177,33798,1193,940,2018,Auto,13428,5000,59,3,59800,2635,86.66666666666667,Mitsubishi
Mercedes-Benz S-Class S300L Sunroof (COE till 07/2030),Luxury Sedan,2010-07-02,9yrs 25days COE left),10780,114100,2620,30460,33568,2997,1850,2010,Auto,88066,88066,170,2,97800,3310,108.83333333333333,Mercedes-Benz
Subaru Impreza 1.6M (COE till 11/2022),Mid-Sized Sedan,2008-01-24,1yr 5mths 24days COE left),9430,161241,1039,6236,20997,1597,1260,2007,Manual,10034,11038,70,3,14000,539,17.8,Subaru
Kia Stinger 2.0A GT Line Sunroof,Luxury Sedan,2018-08-27,7yrs 2mths 20days COE left),16530,61088,1210,53289,33420,1998,1642,2018,Auto,33477,38868,182,2,138888,2635,86.66666666666667,Kia
Mazda 3 1.5A Sunroof,Mid-Sized Sedan,2015-10-26,4yrs 4mths 19days COE left),10360,66668,682,32070,56001,1496,1321,2015,Auto,15701,10701,88,1,50800,1599,52.63333333333333,Mazda
Honda Fit 1.3A G (COE till 05/2024),Hatchback,2009-05-29,2yrs 11mths 22days COE left),7320,150000,708,8305,13943,1339,1010,2008,Auto,15371,15371,73,3,21800,1082,35.733333333333334,Honda
Mercedes-Benz E-Class E200 CGI Avantgarde (COE till 05/2030),Luxury Sedan,2010-05-11,8yrs 11mths 4days COE left),8930,150000,1071,29981,33568,1796,1615,2009,Auto,44672,44672,135,6,79800,3254,107.13333333333334,Mercedes-Benz
Honda Vezel 1.5A X,SUV,2016-01-25,4yrs 7mths 18days COE left),9960,30000,682,30262,51301,1496,1190,2015,Auto,19238,9238,96,1,50800,1688,55.6,Honda
Toyota Corolla Altis 1.6A Elegance,Mid-Sized Sedan,2017-06-21,6yrs 14days COE left),9570,70000,742,43077,46489,1598,1215,2016,Auto,19990,19990,90,1,67800,2204,72.46666666666667,Toyota
Mercedes-Benz E-Class E200,Luxury Sedan,2014-11-14,3yrs 5mths 7days COE left),15790,120000,1202,54846,71300,1991,1655,2014,Auto,42793,46911,135,2,77800,1252,41.233333333333334,Mercedes-Benz
SEAT Arona 1.0A EcoTSI Style,SUV,2019-12-11,8yrs 6mths 4days COE left),9760,29000,392,35169,33009,999,1210,2018,Auto,19404,9404,85,1,87800,3104,102.13333333333334,SEAT
BMW 6 Series 640i Coupe Sunroof,Sports Car,2012-01-19,7mths 12days COE left),72670,142000,2362,42006,67889,2979,1660,2011,Auto,75605,75605,235,2,82800,222,7.4,BMW
Toyota Sienta 1.5A G,MPV,2016-07-22,5yrs 1mth 15days COE left),10640,70000,682,36160,55200,1496,1320,2016,Auto,20347,10486,80,2,59800,1870,61.5,Toyota
Mercedes-Benz E-Class E200,Luxury Sedan,2014-05-28,2yrs 11mths 21days COE left),17510,82363,1202,53569,84100,1991,1655,2013,Auto,43296,47615,135,2,75900,1081,35.7,Mercedes-Benz
Honda Odyssey 2.4A EX-S,MPV,2019-10-01,8yrs 3mths 24days COE left),14710,20800,1630,58170,38602,2356,1776,2019,Auto,30515,34721,129,1,139800,3034,99.8,Honda
Toyota Estima 2.4A Aeras (COE till 06/2027),MPV,2007-06-25,6yrs 18days COE left),8060,228000,2293,32734,54088,2362,1710,2007,Auto,29013,31915,125,2,48800,2208,72.6,Toyota
Mercedes-Benz A-Class Saloon A200 Progressive,Luxury Sedan,2020-01-17,8yrs 7mths 10days COE left),13470,31000,586,61050,37900,1332,1385,2019,Auto,32746,37845,120,1,135000,3140,103.33333333333333,Mercedes-Benz
Honda Civic 1.6A VTi (COE till 07/2023),Mid-Sized Sedan,2008-09-05,2yrs 1mth 25days COE left),8600,114000,962,7993,18583,1595,1220,2008,Auto,18890,18890,92,4,18500,785,25.833333333333332,Honda
BMW M Series M850i Gran Coupe xDrive,Sports Car,2020-03-12,8yrs 9mths 5days COE left),49340,4000,4568,161049,32801,4395,1995,2019,Auto,113549,176389,390,1,520800,3195,105.16666666666667,BMW
Subaru Forester 2.0i-L Sunroof,SUV,2015-08-31,4yrs 2mths 24days COE left),11290,99000,1208,36084,62140,1995,1566,2015,Auto,13948,13948,110,1,54800,1544,50.8,Subaru
Toyota Vios 1.5A E (COE till 10/2023),Mid-Sized Sedan,2008-11-13,2yrs 4mths 25days COE left),7490,142909,889,7276,15142,1497,1095,2008,Auto,11834,11834,80,2,17999,875,28.833333333333332,Toyota
Mercedes-Benz CLS-Class CLS350 AMG Line Sunroof,Luxury Sedan,2012-04-10,10mths 3days COE left),35340,140269,3164,47737,78189,3498,1735,2011,Auto,82322,82322,225,2,70888,303,10.1,Mercedes-Benz
Mazda 3 HB 1.5A Deluxe,Hatchback,2016-01-29,4yrs 7mths 22days COE left),10110,93000,682,32975,51301,1496,1324,2015,Auto,18033,13033,88,2,53515,1692,55.733333333333334,Mazda
Mazda CX-5 2.0A,SUV,2016-08-29,5yrs 2mths 22days COE left),11850,50000,1210,51808,56002,1998,1528,2016,Auto,27184,30058,121,1,77000,1907,62.733333333333334,Mazda
Honda Civic 1.6A VTi (COE till 09/2024),Mid-Sized Sedan,2009-09-03,3yrs 2mths 27days COE left),8290,188000,888,9565,14743,1595,1220,2008,Auto,25281,25281,92,4,26888,1182,38.9,Honda
Honda Civic 1.6A VTi,Mid-Sized Sedan,2017-05-25,5yrs 11mths 18days COE left),10930,67000,742,46453,52000,1597,1249,2017,Auto,20403,20565,92,2,75515,2173,71.6,Honda
Mitsubishi Attrage 1.2A,Mid-Sized Sedan,2017-01-13,5yrs 7mths 6days COE left),7310,59100,506,32622,51507,1193,940,2016,Auto,13630,5000,57,3,43500,2041,67.2,Mitsubishi
Audi A5 Sportback 2.0A TFSI S-tronic Design,Luxury Sedan,2017-09-04,6yrs 2mths 28days COE left),16910,48000,1194,63646,51000,1984,1535,2017,Auto,39560,42384,140,1,126800,2278,74.93333333333334,Audi
BMW X2 sDrive20i M-Sport X,SUV,2019-11-22,8yrs 5mths 15days COE left),15050,12600,1210,77424,39406,1998,1535,2018,Auto,47680,58752,141,1,156800,3085,101.5,BMW
Volkswagen Golf 1.4A TSI,Hatchback,2016-12-29,5yrs 6mths 22days COE left),10870,50000,624,35666,49751,1395,1249,2016,Auto,20460,10644,92,1,65800,2027,66.73333333333333,Volkswagen
Audi A4 1.4A TFSI S-tronic,Luxury Sedan,2017-12-15,6yrs 6mths 8days COE left),13790,17530,624,54540,51603,1395,1450,2017,Auto,32727,27818,110,2,103930,2378,78.26666666666667,Audi
Porsche Macan 2.0A PDK,SUV,2020-10-15,9yrs 4mths 8days COE left),27140,5000,1194,114426,40301,1984,1845,2019,Auto,76447,109605,180,1,308888,3413,112.26666666666667,Porsche
BMW X3 sDrive20i,SUV,2018-11-27,7yrs 5mths 20days COE left),19760,19800,1210,60757,31101,1998,1660,2018,Auto,41424,49994,135,1,172800,2725,89.66666666666667,BMW
Nissan X-Trail 2.0A Premium 7-Seater Sunroof,SUV,2017-05-25,5yrs 11mths 18days COE left),11340,65280,1210,52892,55414,1997,1626,2017,Auto,24596,26435,106,2,80900,2173,71.6,Nissan
Mitsubishi Evolution 10 GSR SST (COE till 08/2030),Sports Car,2010-11-15,9yrs 2mths 25days COE left),15580,140000,1331,30416,32914,1998,1540,2008,Auto,46011,46011,206,3,144000,3370,110.83333333333333,Mitsubishi
Nissan Sylphy 1.6A Premium,Mid-Sized Sedan,2019-04-24,7yrs 10mths 17days COE left),8300,27000,742,38712,33199,1598,1205,2019,Auto,16713,16713,85,1,73800,2872,94.56666666666666,Nissan
BMW X1 sDrive18i,SUV,2017-04-25,5yrs 10mths 18days COE left),13880,39000,684,54426,54000,1499,1430,2017,Auto,30855,30197,100,1,96800,2143,70.6,BMW
Porsche Cayenne 3.6A Tip,SUV,2012-03-16,9mths 9days COE left),65990,88000,3322,49945,79304,3598,2105,2011,Auto,87636,87636,220,3,94800,279,9.3,Porsche
Mercedes-Benz C-Class C180 Avantgarde,Luxury Sedan,2015-10-06,4yrs 3mths 29days COE left),16520,79000,740,50674,58109,1595,1425,2015,Auto,35294,36412,115,1,89800,1579,51.96666666666667,Mercedes-Benz
Hyundai Elantra 1.6A Elite,Mid-Sized Sedan,2012-02-17,8mths 10days COE left),14290,153000,738,10706,52809,1591,1267,2012,Auto,14033,14033,95,2,16999,250,8.333333333333334,Hyundai
Mercedes-Benz A-Class A180 Style,Hatchback,2016-07-29,5yrs 1mth 22days COE left),13420,46700,740,38821,47020,1595,1395,2016,Auto,23217,19504,90,1,78800,1877,61.733333333333334,Mercedes-Benz
Porsche Cayman 2.9A PDK (COE till 04/2029),Sports Car,2009-09-24,7yrs 10mths 24days COE left),18720,156800,2712,27989,35411,2893,1435,2009,Auto,92159,92159,195,5,148000,2879,94.8,Porsche
Toyota Harrier 2.0A Elegance Panoramic,SUV,2016-01-12,4yrs 7mths 5days COE left),13720,73000,1196,43088,54920,1986,1610,2015,Auto,27459,25443,111,1,75888,1675,55.166666666666664,Toyota
Audi A3 Sportback 1.4A TFSI S-tronic Ambiente,Hatchback,2013-09-27,2yrs 3mths 20days COE left),13440,57000,624,25580,77989,1395,1300,2013,Auto,26142,13599,90,1,37800,840,27.666666666666668,Audi
BMW 7 Series 730Li Sunroof,Luxury Sedan,2013-08-30,2yrs 2mths 23days COE left),29690,77700,2382,81544,83001,2996,1790,2012,Auto,74191,105544,190,2,118988,813,26.766666666666666,BMW
Porsche Boxster S 3.4A Tiptronic (COE till 01/2027),Sports Car,2007-01-31,5yrs 7mths 24days COE left),16760,134000,4488,29778,52660,3387,1395,2006,Auto,98498,108348,217,5,94800,2059,67.8,Porsche
BMW 3 Series 325i Coupe XL (COE till 02/2029),Sports Car,2009-06-12,7yrs 8mths 22days COE left),8630,147000,2155,24707,31933,2497,1525,2009,Auto,54164,54164,160,4,66800,2817,92.73333333333333,BMW
Toyota Vios 1.5A E (COE till 08/2024),Mid-Sized Sedan,2009-10-26,3yrs 2mths 25days COE left),7350,136300,821,9497,14664,1497,1095,2009,Auto,12717,11642,80,3,23800,1180,38.833333333333336,Toyota
Opel Grandland X 1.2A Turbo Innovation Premium,SUV,2019-02-22,7yrs 8mths 15days COE left),9940,50373,508,45865,26170,1199,1295,2018,Auto,30159,34223,96,1,93800,2810,92.5,Opel
Volvo XC90 T5 Momentum,SUV,2017-04-17,5yrs 10mths 10days COE left),22310,79965,1176,88283,53300,1969,2053,2017,Auto,57802,76044,187,1,168800,2135,70.33333333333333,Volvo
Suzuki Vitara 1.6A GLX,SUV,2016-09-05,5yrs 2mths 29days COE left),9900,84000,736,37775,52503,1586,1160,2016,Auto,18619,13619,88,1,58800,1914,62.96666666666667,Suzuki
Audi R8 GT Spyder 5.2A FSI Quattro R-tronic,Sports Car,2012-05-22,11mths 15days COE left),129060,90000,5834,153399,92050,5204,1715,2012,Auto,289196,289196,412,2,268000,345,11.5,Audi
Mercedes-Benz C-Class C200 Mild Hybrid AMG Line Premium Plus,Luxury Sedan,2020-11-06,9yrs 4mths 30days COE left),16030,6000,684,87437,39000,1497,1505,2018,Auto,53105,67589,145,1,184800,3435,113.0,Mercedes-Benz
Hyundai Elantra 1.6A (COE till 04/2026),Mid-Sized Sedan,2011-06-14,4yrs 10mths 24days COE left),7640,102383,738,20725,21142,1591,1267,2011,Auto,11297,11297,95,2,37448,1784,58.8,Hyundai
Honda Fit 1.5A RS Skyroof (COE till 09/2023),Hatchback,2008-09-04,2yrs 2mths 28days COE left),8820,147000,887,7257,16170,1496,1080,2007,Auto,14181,6693,88,4,19800,818,26.933333333333334,Honda
Mercedes-Benz GLB-Class GLB200 Sport 7-Seater,SUV,2020-09-01,9yrs 2mths 25days COE left),17320,10000,586,61950,35001,1332,1610,2020,Auto,33910,39474,120,1,179800,3370,110.83333333333333,Mercedes-Benz
Mazda 8 2.3A,MPV,2015-03-24,3yrs 9mths 17days COE left),13130,88000,1520,42812,71889,2261,1780,2015,Auto,22762,23867,120,1,61800,1382,45.56666666666667,Mazda
Honda Jazz 1.3A,Hatchback,2020-08-18,9yrs 2mths 11days COE left),8790,8000,578,35916,33520,1318,1052,2020,Auto,16758,6758,73,1,84300,3356,110.36666666666666,Honda
Mercedes-Benz E-Class E200 AMG Edition E Sunroof,Luxury Sedan,2016-03-22,4yrs 9mths 15days COE left),16480,50000,1202,64473,38610,1991,1655,2015,Auto,52041,65674,135,1,111800,1745,57.5,Mercedes-Benz
Suzuki SX4 S-Cross 1.6A GLX,SUV,2015-12-24,4yrs 6mths 17days COE left),8660,118000,736,37068,55399,1586,1125,2015,Auto,16940,16940,86,1,47888,1657,54.56666666666667,Suzuki
Audi Q3 Sportback 1.4A TFSI S-tronic,SUV,2020-02-17,8yrs 8mths 10days COE left),14800,18000,624,52538,30890,1395,1545,2019,Auto,30143,34201,110,1,145888,3170,104.33333333333333,Audi
BMW 7 Series 730Li Sunroof,Luxury Sedan,2020-10-29,9yrs 4mths 22days COE left),27120,5558,1210,132986,40790,1998,1765,2020,Auto,89894,133810,195,1,321800,3427,112.73333333333333,BMW
Nissan Fairlady 370Z (COE till 04/2029),Sports Car,2009-06-18,7yrs 10mths 24days COE left),11230,93000,4169,27989,35411,3696,1490,2009,Manual,50573,50573,245,3,88800,2879,94.8,Nissan
Toyota Vios 1.5A E (COE till 09/2027),Mid-Sized Sedan,2007-09-20,6yrs 3mths 13days COE left),5880,143000,958,27729,44081,1497,1095,2007,Auto,12607,13868,80,4,36988,2293,75.43333333333334,Toyota
Hyundai Avante 1.6A (COE till 05/2026),Mid-Sized Sedan,2011-05-27,4yrs 11mths 20days COE left),7200,106000,738,21948,22069,1591,1264,2010,Auto,10634,10634,89,2,35800,1810,59.666666666666664,Hyundai
Lexus GS300 (COE till 07/2028),Luxury Sedan,2008-07-17,7yrs 1mth 10days COE left),8150,247000,3094,26246,36888,2995,1660,2008,Auto,52219,52219,183,5,58000,2595,85.33333333333333,Lexus
Nissan Sylphy 1.6A Premium Signature Series,Mid-Sized Sedan,2015-06-29,4yrs 22days COE left),9420,93395,742,32504,61000,1598,1205,2015,Auto,16028,11028,85,2,43800,1482,48.733333333333334,Nissan
Toyota Wish 1.8A,MPV,2016-11-09,5yrs 5mths 2days COE left),11210,65000,976,45582,56410,1798,1360,2016,Auto,19955,19955,105,1,70800,1977,65.06666666666666,Toyota
MINI One 1.2A,Hatchback,2015-01-02,3yrs 6mths 26days COE left),13880,122597,508,27272,63990,1198,1120,2014,Auto,21256,6759,75,2,53000,1301,42.86666666666667,MINI
Nissan GTR 3.8A (COE till 08/2030),Sports Car,2010-10-13,9yrs 2mths 25days COE left),31270,146000,4000,30416,32914,3799,1745,2010,Auto,108262,108262,357,3,289000,3370,110.83333333333333,Nissan
BMW 7 Series 730Li Sunroof,Luxury Sedan,2020-12-14,9yrs 6mths 7days COE left),27180,4080,1210,139510,41101,1998,1765,2020,Auto,89894,133810,195,1,325800,3472,114.23333333333333,BMW
Volvo S80 T5,Luxury Sedan,2015-10-31,4yrs 4mths 24days COE left),11780,46000,1176,46826,62101,1969,1672,2015,Auto,25596,27835,180,1,65800,1604,52.8,Volvo
BMW 2 Series 216i Gran Tourer Luxury,MPV,2020-10-29,9yrs 4mths 22days COE left),12470,6545,684,61557,32699,1499,1490,2020,Auto,35066,41093,80,1,137800,3427,112.73333333333333,BMW
Honda Mobilio 1.5A RS i-VTEC Luxe,MPV,2015-12-02,4yrs 5mths 25days COE left),10830,64352,684,40379,59200,1497,1160,2015,Auto,19708,19708,88,1,58500,1635,53.833333333333336,Honda
Mitsubishi Attrage 1.2A,Mid-Sized Sedan,2018-01-24,6yrs 7mths 17days COE left),7280,61000,506,29098,38200,1193,940,2017,Auto,13474,5000,59,1,50800,2417,79.56666666666666,Mitsubishi
Honda Jazz 1.5A RS,Hatchback,2015-11-30,4yrs 5mths 23days COE left),9940,96000,684,32939,57089,1498,1046,2015,Auto,15479,10479,96,1,49800,1633,53.766666666666666,Honda
Opel Crossland 1.2A X Turbo Innovation,SUV,2017-12-27,6yrs 6mths 20days COE left),8450,39000,508,43355,42339,1199,1203,2017,Auto,24129,20781,81,1,65800,2390,78.66666666666667,Opel
Mercedes-Benz GLA-Class GLA180 Urban Edition,SUV,2020-01-02,8yrs 6mths 26days COE left),13290,11000,740,53408,32889,1595,1435,2019,Auto,29710,33594,90,1,130800,3126,102.86666666666666,Mercedes-Benz
BMW 2 Series 218i Gran Coupe Luxury,Luxury Sedan,2020-11-30,9yrs 5mths 23days COE left),13560,6000,684,64629,41503,1499,1375,2020,Auto,35966,42353,103,2,149800,3458,113.76666666666667,BMW
Mercedes-Benz E-Class E250 Edition E,Luxury Sedan,2015-12-18,4yrs 6mths 11days COE left),18540,96000,1202,70250,60001,1991,1680,2015,Auto,49637,61492,155,2,114800,1651,54.36666666666667,Mercedes-Benz
BMW 5 Series 520i Luxury,Luxury Sedan,2015-01-23,3yrs 7mths 16days COE left),15400,92355,1210,59176,75200,1997,1615,2013,Auto,44355,49097,135,2,80500,1321,43.53333333333333,BMW
Toyota Wish 1.8A X,MPV,2018-03-13,6yrs 9mths 6days COE left),10310,28302,976,48139,49000,1798,1355,2017,Auto,19955,19955,105,2,79800,2466,81.2,Toyota
Toyota Wish 1.8A X,MPV,2017-01-16,5yrs 7mths 9days COE left),10280,52034,974,41032,50010,1797,1350,2016,Auto,20107,20150,105,1,67800,2044,67.3,Toyota
Nissan Qashqai 2.0A Premium Moonroof,SUV,2016-11-07,5yrs 5mths  COE left),10140,62800,1210,45325,56410,1997,1379,2016,Auto,19653,19653,106,2,64800,1975,65.0,Nissan
Nissan Latio 1.5A (COE till 02/2024),Mid-Sized Sedan,2009-02-11,2yrs 8mths 4days COE left),6260,16800,889,6901,12864,1498,1130,2008,Auto,20149,20149,80,4,16800,974,32.13333333333333,Nissan
